,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,총추정광량,rate_match
2021-05-10,40.41626655,153.4291997,937.9066667,35.07106644,280.3151463,0.18698
2021-05-11,41.89186652,156.0405334,927.7586667,37.04653323,280.2656407,0.19603
2021-05-12,46.42553323,153.9073334,947.4773333,44.14559973,280.3151463,0.2039
2021-05-13,46.82933311,156.3941333,984.3853333,44.73853314,280.4657259,0.26499
2021-05-14,47.05399987,157.9834001,986.2673333,45.10839984,280.3316482,0.12044
2021-05-15,48.1875999,159.9374667,969.6533333,45.57133326,280.2408879,0.07204
2021-05-16,47.91033303,161.6244666,914.67,42.80153332,280.4450985,0.01813
2021-05-17,40.84419982,158.8543335,969.84,35.77633323,280.4822277,0.0131
2021-05-18,42.30586653,159.1535332,997.0226667,38.57133294,280.2553271,0.00672
2021-05-19,43.44733323,158.1987998,1004.900667,41.27086647,280.3172091,0.019
2021-05-20,41.97373315,160.1344002,1013.465333,37.67640001,280.3233973,-0.00806
2021-05-21,40.42906656,159.9888003,968.1533333,35.73226652,280.2656407,0.00254
2021-05-22,42.02239981,158.8474002,977.064,39.2945331,280.2965817,0.0147
2021-05-23,43.66786649,158.7205334,1004.337333,41.43986651,280.3316482,0.00649
2021-05-24,43.91679986,158.5056663,1015.92,40.99433321,280.3522755,-0.02035
2021-05-25,42.22733329,158.1516,1006.444667,38.66806653,280.3584637,-0.05775
2021-05-26,42.67559986,157.8943998,984.4066667,40.40559991,280.3955929,-0.10914
2021-04-27,47.17133309,110.2149335,1059.753333,2.941194755,344.4069749,1.5
2021-04-28,47.20679982,110.2789999,1056.049333,2.930013803,344.6283374,0.1
2021-04-29,47.17099978,107.9911334,1056.180667,2.939245599,344.5367789,0.36364
2021-04-30,46.69946644,109.5049334,1027.372,2.968161932,344.6967241,0.8
2021-05-01,45.19239984,113.1732,1024.072,2.986539255,344.5383235,0.44444
2021-05-02,44.23973311,116.8260001,1032.504,2.992402282,344.6082806,0.33333
2021-05-03,45.01479979,119.8901334,1058.085333,2.971636878,344.5536779,0.42308
2021-05-04,45.97693313,131.9133334,1044.945333,2.942323346,344.6841757,0.25676
2021-05-05,45.79786654,135.7351998,1015.285333,2.934845236,344.4756791,0.26882
2021-05-06,45.55386649,128.4426668,1119.925333,2.900794914,344.5183496,0.25424
2021-05-07,46.17519978,134.6665336,1142.306667,2.862063886,344.630116,0.24324
2021-05-08,45.43133312,140.4453332,1026.541333,2.829435276,344.6965359,0.31522
2021-05-09,45.85306649,146.0645333,995.7253333,2.755632711,344.5566397,0.28926
2021-05-10,45.55386663,149.5091997,1025.651333,2.685814149,344.9180005,0.37821
2021-05-11,45.5411997,152.3704,978.04,2.61083402,344.4605989,0.32093
2021-05-12,46.95373319,150.8494668,1066.952,2.487751327,344.5721795,0.25176
2021-05-13,48.56306647,150.5538668,995.7586667,2.34588568,344.638688,0.19409
2021-05-14,47.56326669,153.5663327,1138.488667,2.207014785,221.4914597,0.26031
2021-05-15,49.1821332,153.2137334,1036.770667,2.093305371,344.5634018,0.1757
2021-05-16,48.98919979,156.1466668,956.3293333,1.954046723,344.4971633,0.19714
2021-05-17,48.16039989,155.5477332,940.648,1.847581347,344.5394875,0.1992
2021-05-18,47.77613311,154.7190666,984.732,1.746993775,344.6994331,0.10244
2021-05-19,48.14079987,153.8580001,989.268,1.677723697,344.6160775,0.06178
2021-05-20,48.16093318,153.6374664,974.0766667,1.633057387,344.6864228,0.04257
2021-05-21,47.25213309,153.6659999,939.842,1.612065391,344.6767603,0.0186
2021-05-22,47.54533324,153.3262666,947.904,1.592286801,344.472068,0.01247
2021-05-23,48.22559983,153.2982001,975.8253333,1.604385697,344.5139105,0.00924
2021-05-24,48.74406645,152.8827332,1019.584667,1.626545503,344.5183695,0.00392
2021-05-25,48.23606646,151.3754667,1094.832667,1.405840367,344.7269814,0.02562
2021-05-26,48.18946651,151.6353333,1076.438,0.642520988,344.6472379,0
2021-05-27,47.99746649,153.3163333,976.3073333,0.094557528,344.6656755,0
2021-05-28,47.71319983,153.3526667,991.092,0,344.6974881,-0.0072
2021-05-29,47.84346648,152.6650665,955.172,0,344.6542085,-0.01407
2021-04-27,47.47066649,99.57879991,867,3.123866619,344.8483594,0.75
2021-04-28,47.44853312,104.9203999,867.6113333,3.123516921,344.7437829,0.28571
2021-04-29,47.37106643,104.1618667,866.2173333,3.128838804,344.7002548,0.55556
2021-04-30,47.0047999,105.6385335,844.784,3.151148657,344.4837965,0.28571
2021-05-01,45.67879983,108.7465333,841.3626667,3.167857372,344.5441801,0.38889
2021-05-02,44.5098665,111.8967999,850.0813333,3.178183616,344.4723485,0.48
2021-05-03,45.29559981,114.4462666,873.2973333,3.167178621,344.4471687,0.35135
2021-05-04,46.22879992,127.3530667,861.3426667,3.153248057,344.6375181,0.4
2021-05-05,46.1471997,128.9222663,839.2486667,3.149139159,344.5827506,0.24286
2021-05-06,45.90919981,122.1404,947.3093333,3.127335624,344.6287576,0.22989
2021-05-07,46.45053326,128.2193331,970.2426667,3.103795078,344.8687872,0.29907
2021-05-08,45.63879981,130.7532002,862.26,3.086014937,344.546051,0.28777
2021-05-09,46.04093314,135.4095999,851.012,3.039107612,344.7901744,0.2905
2021-05-10,45.78493313,144.5954667,888.4633333,2.988569202,344.6954139,0.38961
2021-05-11,45.7507331,150.7636,900.5333333,2.919029669,344.6658065,0.33022
2021-05-12,47.14479978,149.4938666,955.1973333,2.787077635,344.8719988,0.25527
2021-05-13,48.68546646,148.6248,892.4813333,2.660273847,344.7339546,0.28918
2021-05-14,49.0554665,150.4314669,873.1133333,2.525740483,344.5703379,0.31548
2021-05-15,49.29879994,153.1683999,912.2,2.382843771,344.5055657,0.27613
2021-05-16,49.10066656,155.2067335,829.6306667,2.235841384,344.5700848,0.22328
2021-05-17,48.07539983,150.9232002,815.8786667,2.12021177,344.614724,0.18041
2021-05-18,48.09393313,151.8166666,841.7986667,1.99315719,344.6744324,0.09791
2021-05-19,48.27613319,149.9441332,859.3693333,1.925735401,344.5400774,0.09081
2021-05-20,48.22506643,148.6613331,849.988,1.894008787,344.7095154,0.06979
2021-05-21,47.01573314,147.148,824.84,1.872210238,344.6930094,0.03635
2021-05-22,47.59146648,146.7687999,829.8786667,1.869206308,344.8741653,0.02383
2021-05-23,48.27326649,148.9921334,846.704,1.909622608,344.7619441,0.00834
2021-05-24,48.73486648,150.1270665,867.6826667,1.980506464,344.6099873,-0.00871
2021-05-25,48.22719978,146.8391334,970.3326667,1.788977558,344.7067981,0.0246
2021-05-26,48.14733317,146.1418667,937.798,0.816730252,344.6652735,0.003
2021-05-27,47.7899998,147.1022666,857.7013333,0.095000413,344.5638123,0.01625
2021-05-28,47.83026646,149.8990666,863.044,0,344.4018141,-0.00926
2021-05-29,47.94353315,147.0225334,840.5146667,0,344.5117527,-0.01656
2021-04-30,34.91546645,141.6549334,846.9893333,2.613434892,191.504488,-0.92105
2021-05-01,31.51866663,145.4654668,864.3506667,1.907187694,191.443812,0
2021-05-02,35.5721332,137.4176,846.8533333,1.902990547,191.548616,0.83333
2021-05-03,36.85133329,131.0168,882.0026667,1.899783136,191.4956624,-0.09091
2021-05-04,38.21653323,147.1201333,872.2666667,1.907362945,191.4305736,0.9
2021-05-05,40.98879975,133.0758666,840.56,1.903403398,191.5453064,0.52632
2021-05-06,38.31466654,128.1118668,879.8533333,1.892198822,191.449328,-0.34483
2021-05-07,36.48173326,135.0718668,870.9013333,1.893967106,191.471392,1.31579
2021-05-08,38.09053322,131.4994669,838.7186667,1.882991151,191.603776,0.18182
2021-05-09,39.99119987,130.6028001,844.428,1.880839776,191.5298616,0.26923
2021-05-10,32.55799986,150.4521334,876.6106667,1.873873916,191.4338832,0.34848
2021-05-11,38.11413319,143.5979999,845.016,1.868085418,191.669968,0.26966
2021-05-12,43.55013311,132.9568001,838.128,1.858402539,191.681,0.38938
2021-05-13,46.87066647,144.0054668,871.8373333,1.834430687,191.4758048,0.36943
2021-05-14,48.39586649,148.9664,894.9,1.815279495,191.43278,0.26047
2021-05-15,48.14413301,159.7982669,850.984,1.813785333,191.6269432,0.19188
2021-05-16,45.78546662,163.8364001,836.2026667,1.789283215,191.510004,0.14861
2021-05-17,43.16559985,152.7102667,829.6533333,2.182544648,191.5331712,0.22102
2021-05-18,44.1804665,151.3364665,821.0573333,2.633792679,191.4912496,0.26049
2021-05-19,45.30733315,150.1684003,829.356,2.550352928,191.410716,0.29422
2021-05-20,43.22259976,153.2205332,849.6506667,2.517032422,191.5011784,0.22733
2021-05-21,43.40039981,151.5507999,798.3026667,2.435501962,191.6379752,0.2194
2021-05-22,44.70493315,151.1380001,816.572,2.309522239,191.4349864,0.17179
2021-05-23,44.26146652,152.4727999,845.9906667,2.196496842,191.4184384,0.21065
2021-05-24,44.30359984,151.9184,826.0586667,2.066012144,191.526552,0.23646
2021-05-25,43.75519981,148.5679999,803.4946667,1.940118931,191.5971568,0.16392
2021-05-26,43.43519978,149.7801332,845.162,1.80011425,191.4956624,0.09787
2021-05-27,43.68359977,152.6727334,826.3793333,1.473254851,191.3401112,0.08834
2021-05-28,43.37546651,152.2889332,811.4386667,1.078372607,191.4151288,0.03818
2021-05-29,44.24093315,152.2750666,806.604,1.049562691,191.5960536,0.0125
2021-05-30,45.26766651,154.1949333,813.9133333,1.015573737,191.521036,0.00917
2021-05-31,44.16719984,156.6092,807.9813333,0.999478284,191.3897552,0.03319
2021-06-01,45.2558665,155.5186668,839.4573333,0.979973214,191.5077976,-0.01995
2021-06-02,47.15746646,156.6620001,816.976,0.967122247,191.5552352,-0.0069
2021-06-03,43.33373317,160.8685333,889.7933333,0.993391522,191.6523168,0.03475
2021-06-04,44.26953321,154.1404669,799.8826667,0.975994567,191.43278,0.02149
2021-06-05,44.61026647,155.6790666,804.2613333,0.974587465,191.3875488,0.01183
2021-06-06,46.06033323,158.4890667,808.0093333,0.966023519,191.5784024,0.00195
2021-06-07,46.16506638,156.8536666,832.6493333,0.966030259,191.6192208,0.00486
2021-06-08,47.71626649,159.3357333,830.1426667,0.963956964,191.3897552,0.01678
2021-06-09,50.1747998,160.8030666,853.012,0.955190802,191.3676912,-0.02158
2021-06-10,48.78533319,160.6887999,829.988,0.913364764,191.6114984,0.02433
2021-06-11,47.44559981,161.9421333,803.692,0.421794682,191.5938472,0.02945
2021-06-12,48.92066653,161.1942668,844.6653333,0.064854762,191.3809296,-0.00892
2021-06-13,49.22386644,161.5580667,822.9626667,0,191.471392,0.02328
2021-04-30,42.23413315,118.1756001,906.8533333,2.696848009,181.1960107,0.8
2021-05-01,41.97173317,111.8559999,924.048,2.189069366,181.2419613,0.33333
2021-05-02,43.02293317,107.8924001,910.3226667,2.178092167,181.3933897,0.33333
2021-05-03,43.42106653,108.704,967.2146667,2.171931022,181.2962667,0.25
2021-05-04,43.18199982,137.0426666,927.044,2.172825436,181.294178,0.5
2021-05-05,44.16093317,134.9870668,896.6613333,2.16053299,181.3557937,0.1
2021-05-06,44.00746658,126.4116001,938.6946667,2.167438332,181.3046213,0.30303
2021-05-07,42.40426646,131.5922668,925.4506667,2.173074275,181.1793013,0.34884
2021-05-08,44.05746651,130.0984,890.8666667,2.166243485,181.3171533,0.36207
2021-05-09,44.45319983,133.8044,894.6666667,2.155219258,181.265981,0.16456
2021-05-10,41.88886648,136.3575334,924.1133333,2.168675586,181.11873,0.43478
2021-05-11,43.3174665,142.5599997,878.3333333,2.15657691,181.3265523,0.23485
2021-05-12,45.21506653,139.8583998,866.3266667,2.115534865,181.334907,0.3865
2021-05-13,46.19026649,150.6257331,913.4626667,2.074590264,181.103065,0.27876
2021-05-14,46.82813319,152.8538666,934.704,2.037840225,181.3150647,0.23875
2021-05-15,47.29666651,156.8210669,901.2706667,2.023679827,181.372503,0.26816
2021-05-16,46.3541332,160.9526665,898.3346667,1.994250205,181.1197743,0.25551
2021-05-17,42.45093316,160.1005334,856.36,1.181806483,181.269114,0.01579
2021-05-18,44.41659983,156.2558667,866.6653333,0.23806751,181.3892123,0.27461
2021-05-19,45.31293316,155.6587999,870.3026667,0.207835221,181.2085427,0.15989
2021-05-20,42.77353312,158.4545335,900.47,0.187243658,181.2586707,0.12033
2021-05-21,44.0091998,154.0816,826.6053333,0.160664127,181.265981,0.07195
2021-05-22,45.36413311,153.2446,865.0573333,0.123801714,181.410099,0.05837
2021-05-23,45.39959987,154.2192002,907.1986667,0.094414522,181.2304737,0.05147
2021-05-24,45.37199985,154.7561335,903.4793333,0.067593605,181.2242077,0.01136
2021-05-25,44.61233317,152.4812001,852.48,0.055944454,181.316109,0.02074
2021-05-26,44.24459979,153.5268,899.144,0.042632037,181.3171533,0.03895
2021-05-27,44.32306646,153.6922666,886.4613333,0.01940652,181.1145527,-0.01222
2021-05-28,44.06366648,152.4147998,896.604,5.74E-06,181.240917,-0.05528
2021-05-29,45.4162665,152.6506667,887.7786667,0,181.3683257,-0.08646
2021-05-30,46.30366651,156.1209336,900.2213333,0,181.262848,-0.1501
2021-05-31,45.30173311,158.3897332,886.4853333,0,181.1740797,-0.1856
2021-06-01,46.36719979,158.1248,933.1346667,0,181.2732913,-0.15608
2021-06-02,49.42759981,156.9851998,927.978,0,181.3829463,0.00655
2021-06-03,44.8523331,160.0014667,981.8333333,0,181.1897447,-0.04553
2021-06-04,45.27873314,156.4190001,888.734,0,181.228385,-0.08688
2021-06-05,45.62693322,158.2746668,907.0153333,0,181.2962667,-0.08022
2021-06-06,47.80839974,159.8218666,926.4026667,0,181.27538,-0.13387
2021-06-07,47.66239981,157.9316001,970.6093333,0,181.3735473,-0.01639
2021-06-08,49.6139998,158.7458665,985.2186667,0,181.265981,-0.19286
2021-06-09,51.98493309,160.5882666,1003.486667,0,181.2074983,-0.0236
2021-06-10,50.80306656,161.4497333,972.412,0,181.2680697,-0.01208
2021-06-11,49.0911332,161.9162666,931.2706667,0,181.2774687,0.02446
2021-06-12,50.6952665,161.3567999,986.7453333,0,181.33804,-0.08955
2021-06-13,51.51693321,161.3705332,960.6266667,0,181.162592,-0.00328
2021-05-01,41.8753332,120.2117332,832.2026667,2.320940318,185.970282,0.66667
2021-05-02,42.69173308,120.4545333,816.208,2.315593985,186.0315161,0.5
2021-05-03,43.32426647,117.9643999,849.9373333,2.313188106,185.7601181,0.4
2021-05-04,43.03266661,136.1775999,847.5573333,2.317397772,185.8746285,0.09524
2021-05-05,43.95359978,132.9591332,813.7913333,2.305299957,185.8711575,0.3913
2021-05-06,43.77079987,122.6397334,847.2626667,2.308940119,185.9055181,0.28125
2021-05-07,42.29573312,136.3700002,843.572,2.313304345,186.0055408,0.14634
2021-05-08,43.70946654,133.6825335,807.1653333,2.300169817,185.9634426,0.38298
2021-05-09,44.28439977,136.1696001,812.264,2.286110114,185.7939052,0.26154
2021-05-10,41.96139985,136.7185999,841.7853333,2.291817897,186.0108061,0.20732
2021-05-11,43.1823331,143.1581332,803.7346667,2.261613487,186.0665831,0.34343
2021-05-12,45.14959992,141.4093333,789.5546667,2.212170394,185.7963907,0.22556
2021-05-13,46.45799987,150.9845331,837.7853333,2.151830088,185.9104018,0.39264
2021-05-14,47.03559988,155.5840001,854.1393333,2.085696581,186.0638033,0.3348
2021-05-15,47.02499977,159.8859999,834.292,2.029390437,185.8988989,0.33333
2021-05-16,45.91773314,163.5425333,814.02,1.503147166,185.8793356,0.25248
2021-05-17,42.14253313,159.7050667,794.552,1.800010228,186.0424304,0.24111
2021-05-18,44.35253317,153.4978664,786.9746667,2.391765221,185.9289643,0.27389
2021-05-19,45.30879986,152.6651999,789.9826667,2.284301671,185.8124677,0.25125
2021-05-20,43.60377122,157.6890422,790.5545746,2.432286103,218.3332125,0.06494
2021-05-21,43.43975804,164.4844531,765.3667206,2.399845117,309.2448,0.05066
2021-05-22,41.51551171,170.8619543,873.6742996,2.384509478,309.2448,0.05804
2021-05-23,39.59060704,177.2416376,982.0189342,2.369168593,309.2448,0.0557
2021-05-24,45.14646235,156.5212767,817.059521,2.294539077,253.625481,0.13909
2021-05-25,44.45833318,146.1849333,772.8673333,1.832865771,185.9893307,0.10246
2021-05-26,43.78999988,150.5566667,808.4746667,2.175247009,185.7645897,0.14195
2021-05-27,43.93539982,153.0322665,790.16,1.610441602,185.8971198,0.12263
2021-05-28,43.66173317,154.2257331,783.036,0.94591669,186.0530067,0.07051
2021-05-29,45.17246648,154.443,772.7573333,0.85543123,185.9047092,0.03664
2021-05-30,45.96413307,157.5899333,795.994,0.626653074,185.7964648,0.03266
2021-05-31,44.86079984,159.3874666,782.8986667,0.299051515,185.8857193,0.03293
2021-06-01,45.87799983,159.0654,833.5133333,0.266552811,185.9443655,0.02559
2021-06-02,48.2187998,158.9326667,817.2666667,0.224952553,186.0353555,0.01595
2021-06-03,44.55839983,160.9325334,855.834,0.115563755,185.9762689,0.00161
2021-06-04,44.91626648,155.4854667,771.8273333,0.043317407,185.8715543,0.02532
2021-06-05,45.44093316,157.0524,794.1613333,0.007684733,185.8248384,0.00274
2021-06-06,46.42719985,159.9505334,811.2853333,0,185.8733639,-0.00665
2021-06-07,46.47559984,158.0459333,838.944,0,185.89734,0.00118
2021-06-08,48.02773317,159.7693999,852.6093333,0,186.0142181,-0.01179
2021-06-09,50.17779976,160.9621999,872.9633333,0,186.0208962,-0.00597
2021-06-10,49.10733314,161.0319999,849.254,0,186.0059812,-0.0024
2021-06-11,47.98319976,162.9641332,817.7146667,0,186.0492851,0.00401
2021-06-12,49.19213313,161.6549333,865.4746667,0,185.878409,-0.00839
2021-06-13,49.87413304,161.9879331,840.0773333,0,185.8413275,-0.02579
2021-06-01,43.41013303,149.0412669,1198.074,2.333801539,344.6240583,0
2021-06-02,43.53546657,145.7165334,1333.374667,2.33752286,344.5420165,0.66667
2021-06-03,44.23446662,147.9857331,1955.492,2.334759689,344.7622549,0.5
2021-06-04,45.08386661,149.7386666,1174.802667,2.335041388,344.4752781,0.33333
2021-06-05,45.58413321,149.8351335,1050.918,2.337333107,344.6195933,0.35
2021-06-06,46.22999988,150.6302666,1052.396,2.337685682,344.7030119,0.22222
2021-06-07,45.79866649,150.2465333,1629.262667,2.335652318,344.6553353,0.30303
2021-06-08,45.13146635,151.1893334,1643.911333,2.328966345,344.4719701,0.23256
2021-06-09,45.3940666,152.7258,1039.944667,2.315540626,344.703423,0.13208
2021-06-10,45.29973314,152.6217332,1294.107333,2.435381274,344.7013542,0.15
2021-06-11,46.79773327,154.244067,1046.632667,2.855018468,344.6170399,0.33333
2021-06-12,47.47106637,154.7485334,949.372,2.824765774,344.5424887,0.41304
2021-06-13,47.66653316,155.3324,924.764,2.784517553,344.6011731,0.28462
2021-06-14,45.33426653,155.4908001,1078.74,2.734914018,344.5691455,0.31737
2021-06-15,45.95053329,156.706,1359.784667,2.658081852,344.712299,0.26818
2021-06-16,46.74306626,157.9499998,1136.005333,2.559446388,344.5991091,0.25806
2021-06-17,45.50933276,158.9828,1204.109333,2.482604309,344.6415893,0.18519
2021-06-18,45.60379998,159.7591331,1314.916667,2.366104005,344.6570456,0.16827
2021-06-19,46.74786646,161.6129331,1136.812,2.217860128,344.568192,0.21193
2021-06-20,47.81366629,161.8792664,1087.342,2.076074759,344.5610085,0.17997
2021-06-21,45.4587995,160.485466,1347.528,1.945466896,344.7168913,0.23165
2021-06-22,44.81719972,160.5085335,1385.026667,1.812531856,344.5602898,0.09813
2021-06-23,45.07599991,161.6357333,1276.402667,1.749285986,344.5471077,-0.39574
2021-06-24,46.19826666,161.1807332,1288.37,0.92595687,344.5872304,0.75176
2021-06-25,46.23693335,160.4626002,1275.878667,0.236350627,344.6118491,-0.16884
2021-06-03,45.64799979,150.0494666,894.7026667,0.222653974,344.7324072,-0.5
2021-06-04,45.55853296,150.0128,858.7893333,0.184799358,344.5386008,1
2021-06-05,45.42373302,135.1101333,700.644,0.230821085,344.7072695,0.5
2021-06-06,45.39786641,131.0229333,689.1906667,0.206944132,344.6426184,0
2021-06-07,46.03559978,145.0757999,1031.678,0.542975411,344.6157609,0.66667
2021-06-08,47.26039963,143.8442666,935.7186667,0.873985284,344.6371633,0.6
2021-06-09,47.2856664,145.3673336,853.936,0.601963881,344.6619029,0.625
2021-06-10,47.23759981,147.4621336,849.8493333,0.583510425,344.7087913,0.46154
2021-06-11,47.34479963,150.1885332,1224.504,0.786134723,344.5603993,0.31579
2021-06-12,47.32959966,150.9409999,947.2073333,0.274732374,344.6241991,0.44
2021-06-13,47.37733301,152.2553334,854.6946667,0.740011961,344.6526723,0.52778
2021-06-14,47.31506609,153.5673332,867.9106667,0.54997772,344.6784702,0.27273
2021-06-15,47.03106651,154.4971999,921.0373333,0.627606179,344.6286399,0.24286
2021-06-16,46.91053348,155.5784,836.4473333,0.782461027,344.7390967,0.29885
2021-06-17,44.76546665,154.0034666,752.032,0.64287508,344.6411838,0.29204
2021-06-18,42.90233328,149.2253334,744.5553333,0.625071904,344.6708463,0.25342
2021-06-19,42.53613323,126.6658666,694.128,0.437862101,344.6755197,0.15847
2021-06-20,42.49546653,128.3732666,695.0486667,0.560275988,344.7291622,0.25943
2021-06-21,44.01213303,156.8457333,761.1813333,0.471239366,344.6109352,0.1236
2021-06-22,45.06966668,157.6094666,767.218,0.363906294,344.4928399,0.05
2021-06-23,44.88640005,156.5818669,764.592,0.475107887,344.6852052,0.02857
2021-06-24,44.92226663,158.3145331,802.56,0.299329039,344.6612818,0.02469
2021-06-25,45.08899998,158.9074,791.1953333,0.484322182,344.5799929,0.0753
2021-06-26,44.52226644,144.0199334,729.6466667,0.388392081,344.6118877,-0.0028
2021-06-27,44.71646629,140.0730002,729.1693333,0.487833186,344.457433,0
2021-06-28,45.51899971,154.5714667,1009.860667,0.480627771,344.608844,0.02809
2021-06-29,46.83859968,158.7372001,1072.070667,0.468358968,344.637293,-0.01639
2021-06-30,48.92399945,159.900733,893.2013333,0.456329035,344.6362964,0.02222
2021-07-01,48.89706629,158.0203334,806.5933333,0.447765027,344.4748417,0.01902
2021-07-02,47.50133295,158.3864002,831.316,0.436290033,344.6661964,0.00533
2021-07-03,46.00459969,157.1908667,817.008,0.422802537,344.6193355,-0.03714
2021-07-04,46.00346623,157.8813334,796.3946667,0.488432682,344.6938257,0.14876
2021-07-05,46.43193283,160.6442667,910.458,0.582062197,344.3906022,0.09113
2021-07-06,47.2711998,159.5446671,850.2393333,0.511716352,344.5359009,0.04835
2021-07-07,47.50366687,160.3804,878.8186667,0.435701413,344.7686827,0.04403
2021-07-08,47.45613354,160.2172001,925.268,0.373444438,344.6705519,-0.03213
2021-07-09,47.50306675,159.9663334,820.464,0.339035532,344.6195249,-0.05602
2021-07-10,47.05619997,136.7815335,726.9886667,0.325693642,344.5813127,-0.02637
2021-07-11,47.02506672,141.5013332,783.848,0.323961978,344.691914,-0.02483
2021-07-12,47.63626668,157.4268663,925.4906667,0.428622421,344.7003433,0.19213
2021-07-13,47.63253315,160.9590665,912.2633333,0.483362051,344.6188539,-0.00971
2021-07-14,47.48699995,159.2894002,854.9246667,0.416122012,344.6402185,0.06471
2021-06-02,46.83933316,100.4326666,992.7253333,0.283438389,284.3044726,0
2021-06-03,51.98146645,110.3965334,908.784,1.250200014,284.3663546,1
2021-06-04,56.61906643,97.30653336,867.8906667,1.787325736,284.3230372,1.25
2021-06-05,60.67306633,93.78786673,886.5506667,1.97395209,284.4199857,0.11111
2021-06-06,51.08133298,109.7063333,891.008,2.214531267,284.4426757,0.9
2021-06-07,49.48079967,111.3216001,936.0786667,2.326274471,284.2632179,0.36842
2021-06-08,51.1954664,111.6354,945.46,2.305772504,284.3911074,0.61538
2021-06-09,48.80959979,111.5981332,937.248,2.341756454,284.3250999,0.7381
2021-06-10,48.67493316,111.8284,951.4973333,2.327633628,284.2611552,0.23288
2021-06-11,52.52466648,115.4809333,888.192,2.265990065,284.2322769,0.2
2021-06-12,54.55533302,114.8555999,895.1906667,2.174636683,284.3085981,0.34259
2021-06-13,55.30933303,114.2456,884.2133333,2.08087718,284.34779,0.27586
2021-06-14,51.90353318,113.8249334,920.862,2.044342816,284.2487788,0.34595
2021-06-15,53.50193316,114.0516667,868.714,1.949105275,284.4323621,0.31325
2021-06-16,52.1439998,113.6177334,855.6946667,1.880372014,284.3416018,0.29358
2021-06-17,51.05519979,113.666,858.7506667,1.817135111,284.2219633,0.35225
2021-06-18,52.07859989,116.3300666,893.0133333,1.720484113,284.2735316,0.27273
2021-06-19,52.75073306,112.9267999,860.4373333,1.624522117,284.4158602,0.2033
2021-06-20,53.01133317,112.4217334,872.204,1.552305707,284.378731,0.36187
2021-06-21,53.29926649,112.585,866.3746667,1.343187526,284.2611552,0.27158
2021-06-22,51.27959992,115.5604,866.3733333,0.451142656,284.3581037,0.16348
2021-06-23,50.58133322,116.7685333,873.0133333,0.945996801,284.1848341,0.21473
2021-06-24,50.9581331,116.7975333,877.4973333,1.519250474,284.2075241,0.17677
2021-06-25,52.60586646,117.7901333,901.0013333,1.168612046,284.1270775,0.12921
2021-06-26,52.46253305,120.7334667,896.8046667,0.974189519,284.3209745,0.12636
2021-06-27,51.80146643,118.8132001,870.2346667,0.915939826,284.3106608,0.0751
2021-06-28,52.16753305,119.3387333,870.218,0.660089027,284.2982844,0.02232
2021-06-29,53.73826642,118.7356,877.3306667,0.128302199,284.285908,0.02098
2021-06-04,59.14266637,105.8670001,985.8626667,0,284.2817825,1.28571
2021-06-05,63.33913308,103.1472001,1001.592667,0,284.2446533,0.1875
2021-06-06,53.90826639,108.6182667,1003.896,0,284.3209745,0.31579
2021-06-07,52.28746645,109.7435999,1044.894667,0,284.0404427,0.36
2021-06-08,53.87019999,110.0256666,1058.672667,0,284.3828565,0.32353
2021-06-09,51.25599972,110.1977333,1050.237333,0,284.2425906,0.53333
2021-06-10,51.59466653,110.5484668,1064.391333,0,284.2632179,0.27536
2021-06-11,54.36373313,114.1598,1002.997333,0,284.2900335,0.38636
2021-06-12,56.64666643,113.5125334,1011.634667,0,284.3498527,0.36066
2021-06-13,57.41253303,113.4216,1002.100667,0,284.3106608,0.35542
2021-06-14,54.05479988,112.9325333,1038.938667,0,284.2982844,0.38667
2021-06-15,55.62586668,113.5519334,986.4893333,0,284.2817825,0.37179
2021-06-16,53.98139985,113.3314666,979.3346667,0,253.8383941,0.22196
2021-06-17,52.81013312,113.5781999,980.7693333,0,243.4168175,0.31166
2021-06-18,53.17266652,116.1450667,1015.673333,0,243.4702131,0.293
2021-06-19,54.18339974,112.8555334,987.8626667,0,243.2877612,0.28298
2021-06-20,54.74439979,112.5946666,999.0106667,0,243.5106457,0.20123
2021-06-21,54.98013318,112.6015333,998.9213333,0,243.3808433,0.2575
2021-06-22,52.95813305,115.5785334,995.4986667,0,243.4614139,0.17627
2021-06-23,52.0690665,116.3545334,999.812,0,243.2310808,0.16716
2021-06-24,52.41506657,116.4634666,1006.644,0,243.397756,0.16864
2021-06-25,53.72906632,118.1406,1031.156667,0,243.4775177,0.22009
2021-06-26,53.56013319,120.7477334,1027.032,0,243.373852,0.10698
2021-06-27,52.93693313,118.9098667,1002.568,0,243.2585483,0.01557
2021-06-28,53.3625329,119.0440001,1006.137333,0,243.1752375,0.17499
2021-06-29,53.55360001,121.4310665,1016.449333,0,243.1703488,0.05512
2021-06-04,60.08559954,99.77453344,821.6266667,3.747547547,284.254967,0.5
2021-06-05,64.58613303,96.0621332,832.9226667,3.678183298,284.3704801,0.5
2021-06-06,55.20653316,105.2634666,839.5026667,3.849286537,284.3312881,1
2021-06-07,53.46226636,109.8805333,874.4306667,3.910796997,284.2590925,0.27778
2021-06-08,55.5271995,111.1117333,887.0986667,3.886857443,284.3250999,0.26087
2021-06-09,52.59886654,111.1476,877.678,3.955762849,284.2199005,0.44828
2021-06-10,52.92219986,110.3944667,894.9193333,3.969777325,284.2322769,0.52381
